name,inn
"ООО ""СОФТ МАСТЕР""",3663147412
"ООО ""КИБЕРВОЙС""",3663153261
"ООО ""КИТ""",3663160325
"ООО ""АНХЕЛИКС""",3663160910
"ООО ""АЙДИЭМ ТЕХНОЛОДЖИ""",3663162393
"АО НПП ""РЕЛЭКС""",3664031210
"ООО ""МЕДСОФТ""",3664078472
"ООО АКБ ""БАРЬЕР""",3664091561
"ООО ""АНГЕЛЫ АЙТИ""",3664101629
"ООО ""ЛАЭРС""",3664102189
"ООО ""ОРИОН""",3664102372
"ООО ""ИНОБИТЕК""",3664102809
"ООО ""РУКСОФТ""",3664108889
"ООО ""СЁРФСТУДИО""",3664108920
"ООО ""УДАЛЕННЫЙ СЕРВИС""",3664110341
"ООО ""КОМПЛЕКСНАЯ АВТОМАТИЗАЦИЯ БИЗНЕСА""",3664114755
"ООО ""АСАПИО СИАЙЭС""",3664128780
"ООО ""ИНЛАЙН КОНСАЛТИНГ""",3664212946
"ООО ""РАПИД СОФТВЭА""",3664215739
"ООО ""УМНЫЕ РЕШЕНИЯ""",3664224596
"ООО ""БИКО РЕГИОНЫ""",3664228093
"ООО ""КВАЛИТИПОИНТ ДЕВЕЛОПМЕНТ""",3664231709
"ООО ""ЕГАР ДЕВЕЛОПМЕНТ""",3664232004
"ООО ""ТЕО ГРУПП""",3664236873
"ООО ""СГ""",3664240171
"ООО ""ДИДЖИТАЛ""",3664240527
"ООО ""ЛАЙТБАЙТ""",3664246448
"ООО ""ДИДЖИТАЛ ТЕХНОЛОГИИ""",3664246550
"ООО ""АЙСЕЛЕКТ""",3664249304
"ООО ""АЗБУКА АЙТИ""",3664249400
"ООО ""ДИДЖИТАЛ СОФТ""",3664249865
"ООО ""КАРГОБАР""",3664253967
"ООО ""ДАБЛ-УАЙ""",3664254343
"ООО ""СПЕЦ-ИНФОРМ""",3665052572
"ООО ""ВИСТАР""",3665095544
"ООО ""СЁРФ""",3665812625
"ООО ""ЛУЧШИЙ СОФТ""",3665813636
"ООО ""СМАРТДИАЛОГС""",3665821475
"ООО ""СМИТ""",3665821637
"ООО ""ИТ-ПАК""",3665828311
"ООО ""СКАЙ СОФТ""",3666117127
"ООО ""ИТЦ ИУС""",3666119893
"ООО ""ТЭГА""",3666121229
"ЗАО ""ИНЛАЙН ГРУП ЦЕНТР""",3666122631
"ООО НПП ""РЕЛЭКС""",3666123762
"ООО ""БИТС - СЕРВИС""",3666150981
"МКУ ""ИНФОРМАЦИОННЫЕ ТЕХНОЛОГИИ""",3666176203
"ООО ""КИ ПАРТНЕР ИТ""",3666182824
"ООО ""СФЕРА АЙТИ""",3666197130
"ООО ""КОМБРИДЖ АЙТИСИ""",3666200657
"ООО ""АЙТИ-ТЕМАТИК""",3666213790
"ООО ""М-ТЕХ""",3666218809
"ООО ""ИТК ТРАНС""",3666256681
"ООО ""ЗАРБО""",3666261890
"ООО ""МНОГО МНОГО ИГР""",3666261900
"ООО ""ДЕКАРТ ПРОДАКШН""",3666262237
"ООО ""ПРОГРЕСС ЛАЙН""",3666264587
"ООО ""АЛЬТ-ИТ""",3666265943
"ООО ""СЕМАНТИКА ИТ""",3666266231
"ООО ""ЛОСИ""",3700008561
"ООО ""ПИКСЕЛЬ ПАРАДОКС""",3700012737
"ООО ""АЙТИ-СТУДИО""",3702003784
"ООО ""АРДИС""",3702060694
"ООО ""РВБ-МАРКЕТИНГ""",3702116026
"ООО ""НИП-ИНФОРМАТИКА-ИВАНОВО""",3702123016
"ООО ""ИТР24""",3702248720
"ООО ""ИНТЕРСОФТ""",3702248760
"ООО ""ИННОТЭК""",3702267353
"ООО ""ТИМПЛАН""",3702270518
"ООО ""ГАРАНТ-ИНФО""",3702440216
"ООО ""ТЕКОНАВТОМАТИКА""",3702549220
"ООО ""КРОНА""",3702620120
"ООО ""ИНВОЛЬТА""",3702629677
"ООО ""ГАРПИКС""",3702648341
"ООО ""ИТБ""",3702660035
"ООО ""ИНФОРМАЦИОННО-ТЕХНОЛОГИЧЕСКИЕ РЕШЕНИЯ""",3702663974
"ООО ""ВОСТОЧНЫЙ ЭКСПРЕСС""",3702665146
"ООО ""ИЛЛЮМИНАТОР""",3702677046
"ООО ""ЭФ ИКС ГЕЙМС""",3702711890
"АО ""ИНФОРМАТИКА""",3731000788
"ООО ""ПРОФИ КОНСАЛТ""",3801130744
"ООО ""АЙСИВИТИ""",3801156157
"ООО ""БИЗНЕС АЙ ТИ""",3804031484
"ООО ""СИБИНФОСОФТ""",3804045286
"ООО ""ЭВОЛВЕКСИС""",3805735564
"ООО ""ГРААЛЬ""",3805736470
"ООО ОБ ""СОКРАТ""",3808021624
"ООО ""ЛАБОРАТОРИЯ С- ИТС""",3808068485
"ООО ИЦ ""АПТЕКАРЬ""",3808082930
"ЗАО ""СВЯЗЬЛЭНД""",3808085770
"ООО ""МЕГАМАСТЕР""",3808088604
"ООО ""1С-ФОРУС""",3808090032
"ООО ""ПРОГРЕСС-М""",3808095111
"ООО ""ИНФОРМАЦИОННЫЙ ЦЕНТР ЮНОНА""",3808124122
"ООО ""ДУБЛЬГИС-ИРКУТСК""",3808132388
"ООО ""ЦНТД""",3808158932
"ООО ""ФАРВАТЕР""",3808230346
"ООО ""МОДУЛЬ""",3808279133
"ООО ""ГЕЛИОС""",3808281647
"ООО ""АПОГЕЙ ИРКУТСК""",3808282295
"ООО ""СПУТНИК""",3808283228
"АО ""ИСПМЕНЕДЖЕР""",3810037036
"ООО ""ИПК""",3810046619
"ООО ""СУММА АЙТИ""",3810053581
"ООО ""ИТС ПРОФИ""",3810070996
"ООО ИА ""РЕФЕРЕНТ""",3811066343
"ООО ""ОАЗИС ПК""",3811121259
"ЗАО ""КОНТУР-ИРКУТСК""",3811145771
"ООО ""СКБ ИННОВАЦИЙ""",3811173049
"ООО ""ДАТАВИЗ""",3811442365
"ООО ""ЛАКИ""",3811475392
"ООО ""МЕГАМЕ""",3812015983
"ООО НПФ ""ФОРУС""",3812023430
"ООО ""ЦЕНТР РАЗРАБОТКИ И ВНЕДРЕНИЯ""",3812047618
"ООО ""РКИТ""",3812087917
"ООО ""ТПМ""",3812114141
"ООО ""ЭВРИСОФТ""",3812153380
"ООО ""СТП-СМАРТДАТА""",3812529530
"ООО ""КОНФЕРУМ""",3812991142
"ООО ""ИСИБИ""",3812995323
"ООО ""КАТОР""",3817049150
"ООО ""НОВЫЕ ТЕХНОЛОГИИ""",3818050945
"ООО ИЦ ""АПТЕКАРЬ""",3849023797
"ООО ""ВАПТЕКЕ""",3849058140
"ООО ""ПРОФЕССИОНАЛЫ АВТОМАТИЗАЦИИ""",3849061418
"ООО ""КАРТА ЗДОРОВЬЯ""",3849072064
"ООО ""ПЕРЕДОВЫЕ ТЕХНОЛОГИИ""",3849091483
"ООО ""КРИСПМАЙНД""",3849091596
"ООО ""ФОРМУЛА АЙТИ""",3849091691
"ООО ""ЛОГИКА""",3849097686
"ООО ""СОФТМУС""",3900002327
"ООО ""ТЕХНОЛОГИИ В ЖКХ""",3900002422
"ООО ""ЖИЛИБЫЛИ""",3900002648
"ООО ""ЭЙАЙ СЁРФ""",3900003514
"ООО ""АВРОИД""",3900006226
"ООО ""ГИПЕРУС""",3900006522
"АНО ""КИБЕРСПОРТ""",3900008350
"ООО ""ГУ ЦИФРА""",3900009516
"ООО ""ПЛЕЙГАЗОН""",3900009805
"ООО ""1С:ЛОГИКА ДАННЫХ""",3900011949
"ООО ""АЙЭФСИЭМ ТЕХ""",3900013431
"ООО ""ПРИЗМА""",3900015020
"ООО  ""ТЕХНОЛОГИИ АВТОМАТИЗАЦИИ""",3900016993
"ООО ""КОЛАБИЗНЕСКОНСАЛТИНГ""",3900018013
"ООО ""МАЙНД ФОРС""",3900022010
"ООО ""АФС""",3900022210
"ООО ""ДЕБЕКС""",3902011454
"ООО ""ГЛОБАЛКОМ""",3902802030
"ООО ""Х.К.""",3904054929
"ООО ""ЦРПО""",3904092392
"ООО ""ИНСТА МЕДИА СЕРВИС""",3904606464
"ООО ""КД СОФТ""",3904614313
"ООО ""СИСТЕМНЫЕ ТЕХНОЛОГИИ""",3906083040
"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СТ-ТРЕЙД""",3906113376
"ООО ""ФЕЛЕНАСОФТ""",3906117613
"ООО ""КОНСАЛТ ИНФО""",3906141969
"ООО ""АКТИВ""",3906169019
"ООО ""М2М ГРУП""",3906198612
"ООО""АЙГРИНД""",3906216773
"ООО ""НЕОДИНАМИКА""",3906219044
"ООО ""АРДИС""",3906244121
"ООО ""ОРУС""",3906245132
"ООО ""КИИТ""",3906248831
"ООО ""СПЕЦПРОФИ""",3906253870
"ООО ""АЙТИ СПЕЙШЛ""",3906255187
"ООО ""ДЕМЕТРА""",3906284357
"ООО ""ИННОБАЛТ""",3906295486
"ООО ""АРНЭЯ""",3906343411
"ООО ""БЭКОРДЕР.РУ""",3906348040
"ООО ""ДАКС-ГРУПП""",3906355600
"ООО ""ВЦК""",3906359796
"ООО ""АЛЬПОСОФТ""",3906359933
"ООО ""ФЕСТТ""",3906362044
"ООО ""УЦ САБИ""",3906368952
"ООО ""АПЕКС ТЕХНОЛОДЖИ""",3906369963
"ООО ""ТОРТУ""",3906370567
"ООО ""НТД СОФТ""",3906374480
"ООО ""КАЙДЗЕН-СОФТ""",3906375861
"ООО ""МЕРКУРИЙ""",3906376199
"ООО ""НЕОЛАНТ КАЛИНИНГРАД""",3906378816
"ООО ""АРТМИКС РАЗРАБОТКА""",3906379930
"ООО ""БИДЗААР""",3906383220
"ООО ""8Й МОСТ""",3906384231
"ООО ""СЛИТ""",3906390130
"ООО ""ШКОЛА БЕСПИЛОТНОЙ АВИАЦИИ""",3906391119
"ООО ""КЁНИГ ШПИЛЬ ПОРТАЛ""",3906394529
"АО ""АЙДЕСК""",3906399492
"ООО ""АЙТИМУС""",3906404216
"ООО ""РОС""",3906407760
"ООО ""СТРАТУС""",3906412175
"ООО ""НП-ТЕХ""",3906414905
"ООО ""КОДЭ""",3906900574
"ООО  ""НЕОЛАНТ ТЕНАКС""",3906900937
"ООО ""КЁНИГ ЛАБС""",3906954940
"ООО ""КВИННС ДЕВЕЛОПМЕНТ""",3906962690
"ООО ""АВТОТОР ИНФОРМАЦИОННЫЕ ТЕХНОЛОГИИ""",3906978010
"ООО ""ПРОФСОФТ""",3906992381
"ООО ""БИТРИКС""",3907026976
"ООО ""ЛАЙКА ИНТЕЛЛЕКТ""",3907211143
"ООО ""СОБИКО""",3908025326
"ООО ""ЭЛФОСТ""",3913500464
"ООО ""АЙТИАЙ""",3915014188
"ООО ""МУЛЬТИ САЙТ""",3916013349
"ООО ""ДНТ""",3920800518
"ООО ""РТ-ДАТА""",4000006183
"ООО ""ЦИФРОВЫЕ ПЕРЕВОЗКИ""",4000008350
"ООО ""ИНФОТЕХ""",4000009265
"ООО ""КИТ ИНВЕСТ""",4004007928
"ООО ""КП-СЕРВИС""",4023010845
"ООО ""ТЕХНОСОФТ""",4025008464
"ООО ""КОМПАНИЯ ""ЧЕТВЕРТЫЙ РИМ""",4025072639
"ООО ""ПУСК""",4025440258
"ООО ""БАЗИС ИТ""",4025443474
"ООО ""БИЗНЕС КОНСАЛТИНГ""",4025447976
"ООО ""ЭДКОД""",4025457156
"ООО ""МЕТРА-ИТ""",4025457646
"ООО ""АЙТИЭС ПРО""",4025458791
"ООО ""МЕН ИН ДЕВ""",4025460938
"ООО ""КАМИН-СОФТ""",4027035671
"ООО ""КАМИН-КЛАССИК""",4027048737
"ООО ""КОНСУЛЬТАНТПЛЮС-КАЛУГА""",4027058975
"ООО ""ОРБИ СИСТЕМС""",4027081163
"ООО ""1С-КАМИН""",4027104621
"ООО ""ЦЕНТР ВНЕДРЕНИЯ И СОПРОВОЖДЕНИЯ""",4027116923
"ООО ""РИК МАСТЕРС""",4027123960
"ООО ""ДИАЛ""",4027125477
"ООО ""ЦИП""",4027131689
"ООО ""МЕДИЦИНСКИЕ СКРИНИНГ СИСТЕМЫ""",4027136373
"ООО ""ЕТО ИНЖИНИРИНГ""",4027137088
"ООО ""ВЕГАС""",4027140436
"ООО ""АСТРАЛ-СОФТ""",4027145240
"ООО ""ЦИФРОВЫЕ ДОКУМЕНТЫ""",4027147671
"ООО ""АЙТИ-ЭСКОРТ""",4027149118
"ООО ""КОД КВТ""",4027149238
"ООО ""ИНСОФТ""",4027149710
"ООО ""АВЭКС БЮРО""",4028071986
"ООО ""МРК-ГРУПП""",4029066925
"ООО ""СК ИТ""",4100044513
"ООО ""ОКЕАН - К""",4101094676
"ООО ""ЭЛЕКТРОННЫЙ МИР""",4101180710
"ООО ""ДУБЛЬГИС-КЕМЕРОВО""",4205081015
"ООО ""ГК ""КОДЕКС""",4205125512
"ООО ""КУЗБАСС-ЦОТ""",4205152851
"ООО  ""СКИФ""",4205200671
"ООО ""МИРИТ""",4205211507
"ООО ""АЛГОРИТМ""",4205212324
"ООО ""АТВИНТА""",4205228204
"ООО ""МЭЙК""",4205248754
"ООО ""МЭНЕДЖБЕНД""",4205278460
"ООО ""КОНСТАНТА""",4205285040
"ООО ""БИЗНЕС-СОФТ ТЕХНОЛОГИИ""",4205330134
"ООО ""БОЛЬШОЕ ТВ""",4205330286
"ООО ""АЙТИ-СЕРВИС""",4205348519
"ООО ""РОБОФИНАНС""",4205350927
"ООО ""СОФТ ИНЖИНИРИНГ""",4205362619
"ООО ""ОЧЕНЬ НАДОМ""",4205366162
"ООО ""ЭКСПЕРТ""",4205376146
"ООО ""МЭЙК ДИДЖИТАЛ""",4205376298
"ООО ""РЕГИОНТОРГ""",4205378866
"ООО ""АЙТИ-СФЕРА""",4205381763
"ООО ""ИНТИКС""",4205382510
"ООО ""ЦР ""СОФТОРИУМ""",4205396777
"ООО ""МАКРОФИНАНС""",4205396833
"ООО ""ДЖЕМТЕХ""",4205404386
"ООО ""ЦТП""",4205406930
"ООО ""СС""",4205409930
ООО ИТ АСИ,4205410728
"ООО ""ОБЛАЧНОЕ ВИДЕОНАБЛЮДЕНИЕ""",4205414095
"ООО ""ФИНТЕХРОБОТ""",4205417882
"ООО ""СОФТСКИЛЛ""",4214041587
"ООО ""ТСК""",4214043048
"ООО ""ФИНАНСОВЫЕ ТЕХНОЛОГИИ""",4217026435
"ООО ""ФТ-КОНСАЛТ""",4217065515
"ООО ""АЙТИ-СЕРВИС""",4217072375
"ООО ""СИБНЭТ""",4217074823
"ООО ""СИНЕРГО СОФТ СИСТЕМС""",4217132218
"ООО ""КРЕАЛИНК ПЛЮС""",4217157822
"ООО ""АЙТИ-СЕРВИС-ПЛЮС""",4217161385
"ООО ""ОНЛИ""",4217167122
"ООО ""ДЕВГЕЙМ""",4217176529
"ООО ""АГИТ-ПЛЮС""",4217188242
"ООО ""АБИЕ-С""",4217190033
"ООО ""ТЕХНОЛОГИИ ДЛЯ БИЗНЕСА""",4217193098
"ООО ""АКТОНИКА ПР""",4217203998
"ООО ""А-ЦИФРА""",4217204014
"ООО ""КУБИТ""",4217206100
"ООО ""ТС-ТЕХ""",4217206460
"ООО ""СОФТ-ИНФО""",4223031507
"АО ""ГАЗПРОМНЕФТЬ - МОБИЛЬНАЯ КАРТА""",4228006286
"ООО ""КОМПАНИЯ АГБИС""",4238000413
"ООО ""ДРУГИЕ МИРЫ""",4246025845
"ООО ""ДУБЛЬГИС-НОВОКУЗНЕЦК""",4253011106
"АО ""ДЕВСТАРТЕР""",4253057118
"ООО ""БИЗНЕС АНАЛИТИКА""",4312156473
"ООО ""МЕДИА-СЕРВИС""",4345011120
"ООО ""КОМПАНИЯ ИНФОРУС""",4345025638
"ООО ""СОФТ-СЕРВИС""",4345032410
"ООО НПК ""ИНТЕРФЕЙС""",4345036460
"ООО ""КОМПАНИЯ ""ТРЭЙДСОФТ""",4345057975
"ООО ""РУСБИЗНЕССОФТ""",4345072170
"ЧУ КМЦ ""ПРОФЕССИОНАЛ ПЛЮС""",4345085242
"ООО ""ИСКОЖ-ИНТЕХ""",4345090130
"ООО ""ИНТЕРРА""",4345097833
"ООО ""АВТОМАТИЗАЦИЯ ВАШЕГО ПРЕДПРИЯТИЯ""",4345122543
"ООО ""НАХОДКА-АИС""",4345138737
"ООО ""ТС-ПЛЮС""",4345154633
"ООО ""МАСТЕРСОФТ-СЕРВИС""",4345167689
"ООО ""АБС""",4345178070
"ООО ""ТЕЛЕПОРТ""",4345179490
"ООО ""ЭВРИКА БИ ПИ О""",4345221632
"ООО  ""МЕДИАТЕХНОЛОГИИ ПЛЮС""",4345233525
"ООО ""СИНАПТИК""",4345350290
"ООО ""СТУДИЯ ""АРТ НЭТ""",4345354270
"ООО ""ЕРКЦ""ГОРОД""",4345355403
"ООО ""ДОК""",4345359609
"ООО ""ФУДСОУЛ""",4345369685
"ООО ""ГК ""БЕЛЫЙ МЕДВЕДЬ""",4345410051
"ООО ""СОВА""",4345439188
"ООО ""СМАРТЛАЙТ""",4345456560
"ООО ""АЛМОНД КОНСАЛТИНГ""",4345464561
"ООО ""ПАЛАКС""",4345470727
"ООО ""ТРАФИК ФОРМУЛА""",4345478772
"ООО ""ВЯТКА ИНТЕЛСОФТ""",4345482659
"ООО ""ВАНДЕРДЖЕТ""",4345489598
"ООО ""БИТУБИ""",4345498698
"ООО ""ПИПЛНЭТ""",4345511388
"ООО ""ТИЗИКС""",4345515167
"ООО ""ФИЛОСОФТ""",4345517767
"ООО ""ЕПЦИНФО""",4345518552
"ООО ""СЕНЛЕР""",4345518915
"ООО ""АСД""",4345520706
"ООО ""СЕГЕЖА ЦИФРОВЫЕ РЕШЕНИЯ""",4345521072
"ООО ""ЛЕОМИК ИС""",4345523305
"ООО ""ИНФОРМПРОЕКТ""",4346050919
"ООО ""ИНФОРМПРОЕКТ-КОДЕКС""",4348039396
"ООО ""СОВКОМБАНК ТЕХНОЛОГИИ""",4400001172
"ООО ""СПРИНТ-Ф""",4400001662
"ООО ""АРТБАЙТ""",4400002070
"ООО ""ГРАНТИЗ""",4400005138
"ООО ""СМАРТ-СОФТ""",4400007640
"ООО ""ЗАВЛАДАЕВ.ПРО""",4400010515
"ООО ""ЭВОЛЮЦИЯ АЙТИ РЕШЕНИЙ""",4400010522
"ООО ""РТК-МЕДЛАЙН""",4400016059
"ООО ""РОКЕТ ТЕХ""",4400017091
"ООО ""ИНЕЙ ОНЛАЙН""",4400019067
"ООО ""БАННИКОН""",4400019740
"ООО ""СОФТЭКСПОРТ""",4401038993
"ООО ""НПП ЮВЕЛИРСОФТ""",4401040304
"ООО ""ГЕЛИОС-С""",4401042453
"ООО ""РВО СОФТ""",4401059129
"ООО ""ММТР""",4401069776
"ООО ""ТЕХНОЛОГИИ ТОРГОВЛИ""",4401109972
"ООО ""К-СЕРВИС""",4401110784
"ООО ""ГК ""СПЕЦУЧЕТ""",4401131939
"ООО ""ЦЗИ""КРИПТОБИТ""",4401150650
"ООО ""ТОП ЛАЙН СОФТ""",4401156242
"ООО ""ДАРЛОК""",4401169146
"ООО ""ТОЧКА""",4401177718
"ООО ""РЕАЛАЙЗ""",4401183711
"ООО ""ИВОЛГА ТЕКНОЛОДЖИЗ""",4401184592
"ООО ""ММТР ТЕХНОЛОГИИ""",4401185451
"ООО ""АЙТИ КОНТЕКСТ""",4401185892
"ООО ""ПРОМОДАТА""",4401189199
"ООО ""БИФ""",4401191550
"ООО ""СТАРТСЕТ""",4500000687
"ООО""ЦЕФЕЙ МАРКЕТ""",4501100691
"ООО ""ГАРАНТ-ЗАУРАЛЬЕ""",4501140158
"ООО ""НОВАЯ ИДЕЯ""",4501176250
"ООО ""СМАРТ КОНСАЛТИНГ""",4501189570
"ООО ""УДОБНЫЕ РЕШЕНИЯ""",4501197676
"ООО ""ИНВЕСТПРОЕКТ""",4501202460
"ООО ""ЗВЕЗДА ГЕРОЯ""",4501220332
"ООО ""ПРОЕКТСИТИ""",4501225098
"ООО ""ИННОЛАБС""",4501226214
"ООО ""ХОСТ МС""",4501226567
"ООО ""КОДД""",4501229060
"ООО ""ИС НЕТХАММЕР""",4510031998
"ООО ""ИЦ ""СИСТЕМА""",4632074678
"ООО ""ПРАКТИС""",4632084789
"ООО ""РЕСУРСИНВЕСТ-КУРСК""",4632102163
"ООО ""ИТК""",4632103294
"ООО ""АТ""",4632122473
"ООО ""КОНСУЛЬТАНТ-ПРАВО""",4632158078
"ООО ""ЛАЙНКОР""",4632168647
"ООО  ""БИЗНЕС И СОФТ""",4632181831
"ООО ""АКССОФТ""",4632200210
"ООО ""МЦОБ.ОНЛАЙН-СЕРВИСЫ""",4632208628
"ООО ""БОТМАМА""",4632225905
"ООО ""ИА НОВАТЕСТ""",4632228600
"ООО ""ЦИФРОНИТ""",4632230060
"ООО ""ИЦ ТЕХНОЛОГИЯ""",4632234233
"ООО""БОТТО""",4632270489
"ООО ""ЦИК""",4632271620
"ООО ""СОФТДЕВ""",4632283760
"ООО ""ЕДИНЫЙ ОПЕРАТОР""",4632283819
"ООО ""ЦЕНОЗАВР""",4632285693
"ООО ""ЦТБ""",4632290238
"ООО ""ПЛАСТИЛИН-АРТ""",4632291062
"ООО ""КВОККА""",4632293038
"ООО ""АССИСТЕНТ""",4632295500
"ООО ""ИНТЕГРАЦИЯ""",4632296504
"ООО ""БФТ-ЦИФРОВЫЕ ИННОВАЦИИ""",4632299061
"ООО ""АКР""",4633042083
"ООО ""КИТ""",4703177369
"ООО ""ДВАДЦАТЬ""",4703184278
"ООО ""СМАРТПРОЕКТ""",4704117299
"ООО ""ГАРАНТ""",4705080122
"ООО ""СОТРАНС ИТ""",4705096651
"ООО ""ГАРАНТ ИТ""",4705114854
"ООО ""ЭКЗАВАТТ""",4705120551
"ООО ""ИЖТЕХКОМ""",4706042842
"ООО ""ИТАБИРИТ""",4706049277
"ООО ""ЛАБНЕО""",4706053555
"ООО ""ПРОФИТ""",4706056323
"ООО ""ТОЧКА ИНФО""",4706058296
"АО ""СИСТЕМЫ ТОТАЛ""",4706061517
"ООО ""ИНПРО""",4706069629
"ООО ""85 ТЕХ""",4706078951
"ООО ""ЛЬГА""",4706082299
"ООО ""СОФТМАСТЕРС""",4707027244
"ООО ""ТРИАЛ""",4712022555
"ЗАО ""СП. АРМ""",4719001089
"ООО ""ХИБИРИТ""",4727006820
"ООО ""ОНСОФТ""",4800002685
"ООО ""АЙТИ-СЕРВИС""",4800008912
"ООО ""ДЖИ ФОР АЙТИ""",4800016529
"ООО ""УНИФОН""",4813027535
"ООО ""АСГ48""",4813030827
"ООО ""ФЬЮЖНСОФТ""",4823028658
"ООО""СИМПЛЕКС""",4823030417
"ООО ""НЛМК-ИНФОРМАЦИОННЫЕ ТЕХНОЛОГИИ""",4823055193
"ООО ""ОБЪЕДИНЕННОЕ ИТ ПРОСТРАНСТВО""",4823057715
"ООО ""СВЯЗЬ АВТОМАТИКА""",4824038232
"ООО ""АЙТИБОР""",4824060742
"ООО ""БИНОМ""",4825062380
"ООО ""М4""",4825095995
"ООО ""Л - БИТ""",4825131587
"ООО ""АВТОМАТИЗАЦИЯ-Л""",4826039231
"ООО ""ГСКС ""ПРОФИ""",4826040935
"ООО ""ВЕБ ИНТАРО""",4826052151
"ООО ""РСКБ""",4826072888
"ООО ""ЭКСПЕРТ ИТ""",4826082484
"ООО ""КОМПАНИЯ СИГМА""",4826100310
"ООО ""ПРОФИТ""",4826112717
"ООО ""МАТЧ ПОИНТ ДЕВ""",4900012704
"ООО ""ДЭВИНС""",5001145390
"ООО ""ДЕВМАН""",5001149108
"ООО ""АПП""",5001152598
"ООО ""АКР ЛАБС""",5001159378
"ООО ""АВТОМАТИЗАЦИЯ И КОНСАЛТИНГ""",5003074225
"ООО ""ДИДЖИТАЛ АВИЭЙШН СОЛЮШНС""",5003146350
"ООО ""ВБ ТЕХ""",5003150437
"ООО ""АЛЬТЕРСОФТ""",5003152473
"ООО ""ВАЙТЕХ""",5003152699
"ООО ""АЙТИГРАНД""",5005072368
"ООО ""АТОМАТИКС""",5006015926
"ООО ""БИЗНЕС - ЭКСПЕРТ""",5007064073
"АО ""ЦОСИВТ""",5008039520
"ООО ""ВИРТУАЛЬНЫЕ СИСТЕМЫ""",5008059830
"ООО ""ДИС""",5009096360
"ООО ""ДОМОДЕДОВО ИНТЕГРЕЙШН""",5009096867
"ООО ""ГЛАСС НТЦ""",5010049854
"ООО ""ВИДЕОИНТЕЛЛЕКТ""",5010050970
"ООО ""ВЕББИ""",5010056033
"АО ""ЦИФРОВАЯ МАНУФАКТУРА""",5010058760
"ООО ""АРОС""",5010060992
"ООО ""ДИАЛ""",5017088490
"ООО ""ДАТАМАТИКА""",5017124525
"ООО ""АГАМА ИНФОРМАЦИОННЫЕ ТЕХНОЛОГИИ""",5017128488
"ООО ""АСУ""",5017130134
"ООО ""АМТ-ГРУПП""",5018165796
"ООО ""АНДАГАР""",5018185263
"ООО ""АТЛАС КОНСАЛТИНГ""",5018189437
"ООО ""АЙПИКА СОФТВЕР""",5018199403
"ООО ""БИОСОФТ-ПМО""",5018202462
"АО ""А0""",5018212213
"ООО ""БРАТСТВО КОДЕРОВ""",5018212950
"ООО ""ДВА БАЙТА""",5018213143
"ООО ""БАЗИС-ЦЕНТР""",5022031587
"ООО ""АСКОН-БИЗНЕС-РЕШЕНИЯ""",5022043938
ООО ВИРТУУМ ЛАБ,5022044314
"ООО ""ЕДЕСК""",5024149545
"ООО ""БПМЛАБ""",5024149591
"ООО ""ГД КОМПАНИ""",5024170515
"ООО ""ВАША КОМАНДА""",5024193174
"ООО ""БИОВОКС""",5024201442
"ООО ""БИМСОФТ""",5024206793
"ООО ""АЙСИБИКОМ""",5024211088
"ООО ""ВБ  ДИДЖИТАЛ""",5024222749
"ООО ""БРОНИРУЙ ОНЛАЙН""",5024241822
"ООО ""АКСИС""",5026116111
"ООО ""АЙТИНВЕСТ""",5027205597
"ООО ""ГУРУ""",5027243514
"ООО ""ГЕМОТЕСТ ИТ""",5027269488
"ООО ""БАТ""",5027310746
"АО ""РТК-СИНТЕЗ""",5027329828
"ООО ""БАЛАНС""",5028029489
"АО ""СОЛТЕКО""",5028035669
"ООО ""ДЕЛЬТАПРОЕКТ""",5029206540
"ООО ""БИПЛАНУМ""",5029208843
"ООО ""ГЕОМИРАГРО""",5029269067
"ООО ""АЙТИМ""",5030102841
"ООО ""АЛГОРИТМ""",5030107448
"ООО ""АЙТИ-БАЛАНС""",5031123788
"ООО ""ВАЛЛАБ ФИСКАЛЬНАЯ""",5031126210
"ООО ""АМЕТИСТ""",5031150799
"ООО ""БУХГАЛТЕРФОН СЕРВИС""",5032241791
"ООО ""АГИТЕК""",5032267951
"ООО ""АЙТИ КРОН""",5032302910
"ООО ""АПЭРБОТ""",5032312072
"ООО ""ЗЕНТИП""",5032319487
"ООО ""БНД КОНСАЛТИНГ""",5032354410
"АО ""ЦРЭ""",5034031535
"АО ""ВЕСЬ СПЕКТР""",5036113737
"ООО ""ДИТ СОФТ""",5036168380
"ООО ""АБАРИС ГРУП""",5038163162
"ООО ""АИБ ЦИФРОВИЗАЦИЯ""",5038178578
"ООО ""БИЗ-МАРК""",5038190335
"ООО ""ВИНТЕРА.ТВ""",5040137770
"ООО ""ДБС""",5040173866
"ООО ""АЙКОМП.РУ""",5040175895
"ООО ""АВИС""",5040183712
"ООО ""Б3-МЕД""",5040191110
"ООО ""БИЗНЕС - ЭКСПЕРТ СП""",5042098389
"ООО ""АЙТЕД""",5044137555
"ООО ""АРГАМАК""",5047006053
"АО ""РТ ЛАБС""",5047053920
"ООО ""БИКС""",5047085626
"ООО ""ДИДЖИТАЛ ДАТА""",5047155908
"ООО ""ДИПХАКЛАБ""",5047186705
"ООО ""БСГ""",5047193195
"ООО ""ГРИН-АПИ""",5047259512
